"workstream_hash","workstream_title","workstream_description","workstream_status","workstream_priority","workstream_complexity","estimated_completion_time","workstream_has_dependencies","output_result","workstream_created_at","workstream_updated_at","drop_id","drop_hash","drop_title","owner_id","drop_priority","drop_complexity","estimated_time","completion_time","details","objectives","tasks","drop_has_dependencies","drop_status","drop_created_at","due_date","last_updated","comments","assignment_date","completion_date","failed_drops","tags","origin_job_id","aggregated_notes","aggregated_test_outcomes","last_aggregated_at","dependencies"
"1141e0b75a616673d11346c7b385d3b3",Order Number Lookup API,"Expose a public HTTP endpoint to look up an Order Number and return either a single eligible order or an empty result set. Endpoint accepts the raw orderNumber string (case-sensitive, no trimming), forwards the request to Tracking Service via existing TCP message patterns, and returns the standardized response contract (orderNumber, structureTypeId, routes[]). Maintains traceId propagation and returns non-leaky, normalized error/empty responses suitable for public consumption.",Active,High,"6",2,false,"",2026-01-22 17:13:58.311,2026-01-22 17:13:58.311,8119,"6595a971ca50d0e862d3a284adb89322",Empty Result Response Returned For No Matches,"4b3d487653786b8296235baa36ed4b8f",Medium-High,"5",6,0,"When Tracking Service returns no matching orders, the endpoint returns a standardized empty result: HTTP 200 with JSON containing the original orderNumber, structureTypeId: null, and routes: []. Verified by simulating a TCP 'no matches' response and confirming the returned JSON has routes as an empty array and no backend details leaked.","Ensure callers see a consistent, non-leaky empty response shape when no matches exist so public consumers can treat empty as a valid, stable response.","[""Implement handler branch for 'no matches' TCP response to build {orderNumber: <sent>, structureTypeId: null, routes: []}"", ""Ensure no internal error or backend identifiers are returned to caller"", ""Add a test that simulates TCP no-match and asserts 200 and routes: []"", ""Deploy change to staging and run curl test to confirm behavior""]",true,Completed,2026-01-22 17:26:34.406,,2026-03-03 17:29:55.685,"",2026-03-03 17:11:48.403,2026-03-03 17:29:55.685,,"empty-response, no-matches, response-contract, TrackingService",,,,,"8123: Case-Sensitive orderNumber Handling Without Trimming Live, 8117: Endpoint Forwards Raw orderNumber To Tracking Service, 8116: Public Order Lookup HTTP Endpoint Live"
"1141e0b75a616673d11346c7b385d3b3",Order Number Lookup API,"Expose a public HTTP endpoint to look up an Order Number and return either a single eligible order or an empty result set. Endpoint accepts the raw orderNumber string (case-sensitive, no trimming), forwards the request to Tracking Service via existing TCP message patterns, and returns the standardized response contract (orderNumber, structureTypeId, routes[]). Maintains traceId propagation and returns non-leaky, normalized error/empty responses suitable for public consumption.",Active,High,"6",2,false,"",2026-01-22 17:13:58.311,2026-01-22 17:13:58.311,8120,aaf56556df10ae9eb1cf9a14f583cba9,Trace ID Propagated And Returned In Header,"4b3d487653786b8296235baa36ed4b8f",High,"5",6,0,Incoming X-Trace-Id header (if present) is propagated into the TCP metadata sent to Tracking Service and the same trace id is returned in the HTTP response header X-Trace-Id; if absent a UUID v4 trace id is generated and used. Verified by sending requests with and without X-Trace-Id and observing the same value returned in the response header and present in outbound TCP metadata logs.,"Implement trace id propagation end-to-end for observability: accept or generate X-Trace-Id, forward it to backend, and echo it back to the caller in the response header.","[""Read X-Trace-Id from incoming HTTP request or create a UUID v4 when missing"", ""Attach X-Trace-Id value to TCP metadata when sending to Tracking Service"", ""Ensure the HTTP response includes header X-Trace-Id with the same value"", ""Add unit/integration tests: one with supplied X-Trace-Id, one without; assert outbound TCP metadata and returned header match""]",true,Completed,2026-01-22 17:26:34.421,,2026-03-05 15:29:11.889,"",2026-03-05 15:07:23.240,2026-03-05 15:29:11.889,,"traceId, X-Trace-Id, observability, TCP, headers",,,,,"8117: Endpoint Forwards Raw orderNumber To Tracking Service, 8116: Public Order Lookup HTTP Endpoint Live"
"1141e0b75a616673d11346c7b385d3b3",Order Number Lookup API,"Expose a public HTTP endpoint to look up an Order Number and return either a single eligible order or an empty result set. Endpoint accepts the raw orderNumber string (case-sensitive, no trimming), forwards the request to Tracking Service via existing TCP message patterns, and returns the standardized response contract (orderNumber, structureTypeId, routes[]). Maintains traceId propagation and returns non-leaky, normalized error/empty responses suitable for public consumption.",Active,High,"6",2,false,"",2026-01-22 17:13:58.311,2026-01-22 17:13:58.311,8121,"774f6d0e62170447a1127e07b18ace56",Normalized Public Error Responses For Backend Failures,"4b3d487653786b8296235baa36ed4b8f",High,"7",7,0,"Backend failures (TCP timeouts, connection errors, downstream 5xx) surface as normalized public HTTP errors (502 or 504) with a safe JSON error payload {errorCode, message} that contains no internal stack traces. Verified by simulating TCP failures and confirming the public error response and HTTP status codes.","Map internal backend failures into a small set of normalized, non-leaky public error responses so external callers get stable, documented error semantics.","[""Implement error mapping layer catching TCP timeouts and connection errors"", ""Return HTTP 502 with {errorCode: 'PUBLIC_BACKEND_ERROR', message: 'Temporary backend failure'} for connection/refused errors"", ""Return HTTP 504 with {errorCode: 'PUBLIC_BACKEND_TIMEOUT', message: 'Backend lookup timed out'} for timeouts"", ""Ensure internal error details are logged internally but not returned to caller"", ""Add tests that inject TCP timeout and connection error and assert correct HTTP status and normalized JSON""]",true,Completed,2026-01-22 17:26:34.439,,2026-03-06 15:11:57.997,"",2026-03-06 15:11:56.492,2026-03-06 15:11:57.996,,"error-handling, normalized-errors, 502, 504, TCP, public-api",,,,,"8117: Endpoint Forwards Raw orderNumber To Tracking Service, 8116: Public Order Lookup HTTP Endpoint Live"
"1141e0b75a616673d11346c7b385d3b3",Order Number Lookup API,"Expose a public HTTP endpoint to look up an Order Number and return either a single eligible order or an empty result set. Endpoint accepts the raw orderNumber string (case-sensitive, no trimming), forwards the request to Tracking Service via existing TCP message patterns, and returns the standardized response contract (orderNumber, structureTypeId, routes[]). Maintains traceId propagation and returns non-leaky, normalized error/empty responses suitable for public consumption.",Active,High,"6",2,false,"",2026-01-22 17:13:58.311,2026-01-22 17:13:58.311,8122,c42bceefe8978b2137faa44bc7949cad,Single Eligible Selection On Duplicate Tracking Matches,"4b3d487653786b8296235baa36ed4b8f",Medium-High,"6",6,0,"When Tracking Service returns multiple eligible tracking matches, the endpoint deterministically selects a single eligible match (first eligible in Tracking Service response order) and returns it in the standard contract. Verified by feeding a TCP response with multiple eligible matches and confirming the endpoint returns exactly one order entry mapped to the contract.",Ensure the public API always returns at most one eligible order by applying a deterministic selection rule so consumers receive a single consistent result when duplicates exist.,"[""Implement selection rule: filter tracking response items for eligible==true and choose the first item in returned order"", ""Map the selected item to the public contract {orderNumber, structureTypeId, routes[]} and return 200"", ""If no eligible items after filtering, return the empty-result contract (routes: [])"", ""Add an integration test with a TCP fixture containing two eligible matches and assert exactly one returned and it matches the first eligible entry""]",true,Completed,2026-01-22 17:26:34.453,,2026-03-05 17:01:29.523,"",2026-03-05 16:51:43.588,2026-03-05 17:01:29.523,,"deduplication, selection-rule, eligible, TrackingService, response-contract",,,,,"8123: Case-Sensitive orderNumber Handling Without Trimming Live, 8118: Eligible Order Response Mapped To Standard Contract, 8117: Endpoint Forwards Raw orderNumber To Tracking Service, 8116: Public Order Lookup HTTP Endpoint Live"
"1141e0b75a616673d11346c7b385d3b3",Order Number Lookup API,"Expose a public HTTP endpoint to look up an Order Number and return either a single eligible order or an empty result set. Endpoint accepts the raw orderNumber string (case-sensitive, no trimming), forwards the request to Tracking Service via existing TCP message patterns, and returns the standardized response contract (orderNumber, structureTypeId, routes[]). Maintains traceId propagation and returns non-leaky, normalized error/empty responses suitable for public consumption.",Active,High,"6",2,false,"",2026-01-22 17:13:58.311,2026-01-22 17:13:58.311,8123,"4e51a56ea95d86dfc5e5b618e5275271",Case-Sensitive orderNumber Handling Without Trimming Live,"4b3d487653786b8296235baa36ed4b8f",Medium-High,"3",4,0,Input handling enforces that orderNumber is treated exactly as supplied: case-sensitive and without trimming whitespace. Verified by sending requests with differing case and leading/trailing spaces and confirming requests are forwarded and produce distinct results or no-match as appropriate.,Make sure the public endpoint preserves the raw orderNumber semantics (case and whitespace) so callers relying on exact strings get predictable behavior.,"[""Remove any server-side trimming or case-normalization from the request parsing logic"", ""Ensure JSON schema validation accepts strings with leading/trailing whitespace"", ""Add unit test cases: one with uppercase vs lowercase orderNumber and one with leading/trailing spaces; assert outbound TCP payload matches input exactly"", ""Run smoke test to verify different-cased orderNumbers produce different responses or correct no-match behavior""]",true,Completed,2026-01-22 17:26:34.472,,2026-02-27 20:12:55.718,"",2026-02-27 20:01:25.541,2026-02-27 20:12:55.717,,"input-validation, case-sensitive, orderNumber, no-trim, TCP",,,,,"8116: Public Order Lookup HTTP Endpoint Live"
"1141e0b75a616673d11346c7b385d3b3",Order Number Lookup API,"Expose a public HTTP endpoint to look up an Order Number and return either a single eligible order or an empty result set. Endpoint accepts the raw orderNumber string (case-sensitive, no trimming), forwards the request to Tracking Service via existing TCP message patterns, and returns the standardized response contract (orderNumber, structureTypeId, routes[]). Maintains traceId propagation and returns non-leaky, normalized error/empty responses suitable for public consumption.",Active,High,"6",2,false,"",2026-01-22 17:13:58.311,2026-01-22 17:13:58.311,8124,c2762adc118f7b42551d0c08fbf4786a,End-to-End Public Lookup Flow Live With TCP,"4b3d487653786b8296235baa36ed4b8f",High,"8",8,0,"Complete end-to-end public lookup flow: a caller can POST /public/v1/orders/lookup with a raw orderNumber, the request is forwarded via TCP to Tracking Service, Tracking responds with a match, and the mapped standardized contract is returned with X-Trace-Id in the response header. Verified by an end-to-end integration test against the real or test Tracking Service that returns the expected contract and header.",Validate the full integration path (HTTP -> TCP -> Tracking Service -> mapping -> HTTP response) so stakeholders can verify a production-like happy path today.,"[""Deploy the endpoint and TCP forwarding to the staging environment and point to the Tracking Service test instance"", ""Run an end-to-end integration test: POST /public/v1/orders/lookup with a known test orderNumber that Tracking Service will match"", ""Assert HTTP 200, response JSON contains mapped orderNumber, structureTypeId, routes[], and response header X-Trace-Id is present"", ""Collect and verify outbound TCP message and inbound TCP response logs for the same trace id to confirm propagation""]",true,Completed,2026-01-22 17:26:34.484,,2026-03-06 20:50:14.561,"",2026-03-06 20:41:48.264,2026-03-06 20:50:14.561,,"end-to-end, integration, TCP, TrackingService, traceId, public-api",,,,,"8123: Case-Sensitive orderNumber Handling Without Trimming Live, 8118: Eligible Order Response Mapped To Standard Contract, 8117: Endpoint Forwards Raw orderNumber To Tracking Service, 8116: Public Order Lookup HTTP Endpoint Live, 8120: Trace ID Propagated And Returned In Header"
"36b26ac2592b70d547b67d7699aa9295",Order Retrieval and Permission Enforcement,"Query legacy systems to resolve an exact Order Number match and enforce eligibility and customer permission rules server-side. The service returns the order plus related stops, events, and package associations in a single aggregated payload, or an explicit empty response when not permitted or not eligible. Uses existing NestJS controller→service→repository patterns and TCP wrappers to call FMT, ensuring certificate handling and trace propagation.",Active,High,"7",3,false,"",2026-01-22 17:13:58.333,2026-01-22 17:13:58.333,8150,"7c840c1aff9afdad1c5308e2eaaff712",Exact Order Number Lookup API Live,"4b3d487653786b8296235baa36ed4b8f",High,"3",4,0,"Adds a callable NestJS HTTP endpoint GET /orders/lookup?orderNumber={orderNumber} in OrdersController that returns 200 with a minimal Order payload (orderNumber, id) for an exact in-memory match and 404 when not found. Verification: curl the endpoint for orderNumber ""TEST-12345"" and observe 200 with JSON order, and curl with ""NO-SUCH-ORDER"" to receive 404.",Provide a customer-visible exact-order lookup API surface so callers can validate order-number-based lookups before wiring legacy FMT integration.,"[""Add OrdersController GET /orders/lookup?orderNumber route"", ""Implement OrderService.lookupExact(orderNumber) calling an in-memory Repository stub with a sample order (orderNumber: TEST-12345)"", ""Return 200 + minimal Order DTO on exact match and 404 when repository returns null"", ""Add integration test that curls endpoint and asserts 200/JSON for TEST-12345 and 404 for NO-SUCH-ORDER"", ""Start dev server and perform manual curl verification""]",false,Completed,2026-01-22 17:34:57.224,,2026-02-27 15:46:52.944,"",2026-02-27 14:09:23.095,2026-02-27 15:46:52.943,,"NestJS, HTTP, GET /orders/lookup, Order DTO, exact-match",,,,,(none)
"36b26ac2592b70d547b67d7699aa9295",Order Retrieval and Permission Enforcement,"Query legacy systems to resolve an exact Order Number match and enforce eligibility and customer permission rules server-side. The service returns the order plus related stops, events, and package associations in a single aggregated payload, or an explicit empty response when not permitted or not eligible. Uses existing NestJS controller→service→repository patterns and TCP wrappers to call FMT, ensuring certificate handling and trace propagation.",Active,High,"7",3,false,"",2026-01-22 17:13:58.333,2026-01-22 17:13:58.333,8151,"95765c9e545d84753b8397e043ea034f",Order Lookup Backed by FMT Legacy Query,"4b3d487653786b8296235baa36ed4b8f",High,"6",6,0,"Replaces the in-memory repository lookup with a call to the FMT legacy query via the TCP wrapper (FmtTcpClient.queryOrder(orderNumber)). The endpoint returns 200 with the mapped Order payload when the FMT wrapper returns a match, and 404 when FMT reports not found. Verification: call GET /orders/lookup?orderNumber=FMT-0001 with the TCP wrapper mocked to return a sample FMT legacy order and observe the mapped response.",Back the order lookup API with the FMT legacy query so the service returns production-shaped Order data from the legacy system.,"[""Implement OrderService.lookupUsingFmt(orderNumber) that calls FmtTcpClient.queryOrder(orderNumber)"", ""Map FMT legacy fields to Order DTO (id, orderNumber, customerId)"", ""Wire a feature flag/useFmtQuery config toggle to route lookup to FmtTcpClient for this drop"", ""Add unit test mocking FmtTcpClient to return a sample legacy payload and assert mapping to Order DTO"", ""Manual verification: curl GET /orders/lookup?orderNumber=FMT-0001 and confirm 200 + mapped JSON""]",true,Completed,2026-01-22 17:34:57.239,,2026-02-27 18:35:28.758,"",2026-02-27 18:33:04.681,2026-02-27 18:35:28.758,,"NestJS, FMT, TCP, FmtTcpClient, legacy-query, feature-flag, mapping",,,,,"8150: Exact Order Number Lookup API Live, 8158: TCP FMT Call with Certificate and Trace Propagation Live"
"36b26ac2592b70d547b67d7699aa9295",Order Retrieval and Permission Enforcement,"Query legacy systems to resolve an exact Order Number match and enforce eligibility and customer permission rules server-side. The service returns the order plus related stops, events, and package associations in a single aggregated payload, or an explicit empty response when not permitted or not eligible. Uses existing NestJS controller→service→repository patterns and TCP wrappers to call FMT, ensuring certificate handling and trace propagation.",Active,High,"7",3,false,"",2026-01-22 17:13:58.333,2026-01-22 17:13:58.333,8152,e76d001f2200e78fbb95934808cccd4c,Aggregated Order Payload Returns Related Stops,"4b3d487653786b8296235baa36ed4b8f",Medium-High,"5",6,0,"Extends the aggregated Order response to include a top-level ""stops"" array (each stop has stopId, sequence, address) populated from the FMT query result or repository. Verification: call GET /orders/lookup?orderNumber=FMT-0001 and confirm response includes stops array with at least one stop object.",Return related stop data in the same aggregated payload so callers receive order + stops in a single response.,"[""Add stops: StopDTO to Order DTO (stopId, sequence, address)"", ""Map FMT response stops to Order.stops within OrderService after successful lookup"", ""Add integration test mocking FmtTcpClient to include stops and assert stops present in HTTP response"", ""Update OpenAPI spec for /orders/lookup to show stops array"", ""Manual verification: curl endpoint and validate stops array fields""]",true,Completed,2026-01-22 17:34:57.253,,2026-02-27 17:23:49.404,"",2026-02-27 17:20:53.460,2026-02-27 17:23:49.404,,"aggregation, stops, Order DTO, FMT, mapping, OpenAPI",,,,,"8151: Order Lookup Backed by FMT Legacy Query"
"36b26ac2592b70d547b67d7699aa9295",Order Retrieval and Permission Enforcement,"Query legacy systems to resolve an exact Order Number match and enforce eligibility and customer permission rules server-side. The service returns the order plus related stops, events, and package associations in a single aggregated payload, or an explicit empty response when not permitted or not eligible. Uses existing NestJS controller→service→repository patterns and TCP wrappers to call FMT, ensuring certificate handling and trace propagation.",Active,High,"7",3,false,"",2026-01-22 17:13:58.333,2026-01-22 17:13:58.333,8153,f212e906230d238b33c7baf798c47d0c,Aggregated Payload Includes Related Events,"4b3d487653786b8296235baa36ed4b8f",Medium-High,"5",6,0,"Adds an ""events"" array to the aggregated Order payload; each event includes eventId, timestamp, and type sourced from the FMT legacy response. Verification: call GET /orders/lookup?orderNumber=FMT-0001 and confirm the response contains an events array with expected event objects.",Include related event history in the single aggregated order response to avoid separate event lookups for clients.,"[""Define EventDTO (eventId,timestamp,type) and add to Order DTO"", ""Map FMT legacy events to Order.events within OrderService after lookup"", ""Add integration test mocking FmtTcpClient to return events and assert events present in HTTP response"", ""Update /orders/lookup OpenAPI schema to include events"", ""Manual curl verification to confirm events array and example values""]",true,Completed,2026-01-22 17:34:57.266,,2026-02-27 17:41:06.299,"",2026-02-27 17:26:37.269,2026-02-27 17:41:06.298,,"aggregation, events, Order DTO, FMT, mapping, OpenAPI",,,,,"8151: Order Lookup Backed by FMT Legacy Query"
"36b26ac2592b70d547b67d7699aa9295",Order Retrieval and Permission Enforcement,"Query legacy systems to resolve an exact Order Number match and enforce eligibility and customer permission rules server-side. The service returns the order plus related stops, events, and package associations in a single aggregated payload, or an explicit empty response when not permitted or not eligible. Uses existing NestJS controller→service→repository patterns and TCP wrappers to call FMT, ensuring certificate handling and trace propagation.",Active,High,"7",3,false,"",2026-01-22 17:13:58.333,2026-01-22 17:13:58.333,8154,"1f1bc31efb7311859a86ad797ca37e78",Aggregated Payload Includes Package Associations,"4b3d487653786b8296235baa36ed4b8f",Medium-High,"5",6,0,"Includes a ""packages"" array in the aggregated Order payload representing package associations (packageId, trackingNumber, weight) sourced from the FMT response. Verification: call GET /orders/lookup?orderNumber=FMT-0001 and observe packages[] in the JSON response with expected fields.","Return package associations with the order so clients receive order, stops, events and packages in one call.","[""Add PackageDTO (packageId,trackingNumber,weight) to Order DTO"", ""Map FMT legacy package associations into Order.packages in OrderService"", ""Write integration test mocking FmtTcpClient to include packages and verify HTTP response payload"", ""Update OpenAPI for /orders/lookup to list packages"", ""Manual verification: curl endpoint and confirm packages array is present""]",true,Completed,2026-01-22 17:34:57.288,,2026-02-27 17:06:23.578,"",2026-02-27 16:52:13.150,2026-02-27 17:06:23.577,,"aggregation, packages, Order DTO, FMT, mapping, OpenAPI",,,,,"8151: Order Lookup Backed by FMT Legacy Query"
"36b26ac2592b70d547b67d7699aa9295",Order Retrieval and Permission Enforcement,"Query legacy systems to resolve an exact Order Number match and enforce eligibility and customer permission rules server-side. The service returns the order plus related stops, events, and package associations in a single aggregated payload, or an explicit empty response when not permitted or not eligible. Uses existing NestJS controller→service→repository patterns and TCP wrappers to call FMT, ensuring certificate handling and trace propagation.",Active,High,"7",3,false,"",2026-01-22 17:13:58.333,2026-01-22 17:13:58.333,8155,e2d7bdfe784db9d57c5920b8d0030512,Enforce Customer Permission Rule Returns Empty,"4b3d487653786b8296235baa36ed4b8f",High,"6",6,0,Implements a server-side customer permission check that returns 403 Forbidden with an empty body when the caller (identified via X-Customer-ID header) lacks permission for the requested order. Verification: call GET /orders/lookup?orderNumber=FMT-0001 with X-Customer-ID:2002 (mocked as unauthorized) and confirm 403 with empty response body.,Enforce customer permission rules server-side so unauthorized callers receive an explicit empty/denied response instead of order data.,"[""Add PermissionService.checkCustomerPermission(customerId,orderNumber) call in OrderService flow"", ""Read X-Customer-ID header in OrdersController and pass to service"", ""On false permission result, respond 403 Forbidden with empty body"", ""Add unit tests that mock PermissionService to return false and assert 403"", ""Manual curl verification with X-Customer-ID header showing 403 + empty response""]",true,Completed,2026-01-22 17:34:57.302,,2026-02-27 18:44:09.078,"",2026-02-27 18:35:33.025,2026-02-27 18:44:09.077,,"authorization, permission, X-Customer-ID, HTTP 403, security",,,,,"8151: Order Lookup Backed by FMT Legacy Query"
"36b26ac2592b70d547b67d7699aa9295",Order Retrieval and Permission Enforcement,"Query legacy systems to resolve an exact Order Number match and enforce eligibility and customer permission rules server-side. The service returns the order plus related stops, events, and package associations in a single aggregated payload, or an explicit empty response when not permitted or not eligible. Uses existing NestJS controller→service→repository patterns and TCP wrappers to call FMT, ensuring certificate handling and trace propagation.",Active,High,"7",3,false,"",2026-01-22 17:13:58.333,2026-01-22 17:13:58.333,8156,"3ddb0afb8bb9de471805c26161fa3848",Enforce Eligibility Rule Returns Empty Response,"4b3d487653786b8296235baa36ed4b8f",High,"6",6,0,"Implements server-side eligibility enforcement: if EligibilityService.isOrderEligible(orderNumber) returns false, the API returns 204 No Content (explicit empty response). Verification: call GET /orders/lookup?orderNumber=FMT-0002 where EligibilityService is mocked to return false and confirm 204 No Content.",Ensure ineligible orders produce an explicit empty response so clients can distinguish eligibility failure from found/denied cases.,"[""Call EligibilityService.isOrderEligible(orderNumber) at start of OrderService.lookup flow"", ""If false, short-circuit and return 204 No Content"", ""Add unit/integration test mocking EligibilityService to return false and assert 204"", ""Manual curl verification using an order flagged in test stub to produce 204""]",true,Completed,2026-01-22 17:34:57.315,,2026-02-27 18:11:40.589,"",2026-02-27 18:11:34.837,2026-02-27 18:11:40.589,,"eligibility, HTTP 204, EligibilityService, short-circuit",,,,,"8151: Order Lookup Backed by FMT Legacy Query"
"36b26ac2592b70d547b67d7699aa9295",Order Retrieval and Permission Enforcement,"Query legacy systems to resolve an exact Order Number match and enforce eligibility and customer permission rules server-side. The service returns the order plus related stops, events, and package associations in a single aggregated payload, or an explicit empty response when not permitted or not eligible. Uses existing NestJS controller→service→repository patterns and TCP wrappers to call FMT, ensuring certificate handling and trace propagation.",Active,High,"7",3,false,"",2026-01-22 17:13:58.333,2026-01-22 17:13:58.333,8157,"6d8c963212c2a0a4f40e6be9e59fca3d",Distinct Responses for Not Found vs Denied,"4b3d487653786b8296235baa36ed4b8f",High,"5",6,0,"Implements distinct HTTP behaviors: 404 Not Found when order doesn't exist, 403 Forbidden with empty body when permission denied, and 204 No Content when not eligible. Verification: three curl requests demonstrating 404 (NO-SUCH-ORDER), 403 (X-Customer-ID unauthorized), and 204 (ineligible order) respectively.","Provide unambiguous, customer-visible response codes so callers can programmatically distinguish not-found, denied, and ineligible cases.","[""Centralize error/response mapping in OrdersController to return 404/403/204 per condition"", ""Add end-to-end tests covering not-found vs permission-denied vs not-eligible scenarios"", ""Update OpenAPI responses for /orders/lookup to list 200,404,403,204 responses"", ""Manual verification: run three curl cases and record status codes and bodies""]",true,Completed,2026-01-22 17:34:57.328,,2026-02-27 17:59:27.916,"",2026-02-27 17:57:18.275,2026-02-27 17:59:27.916,,"HTTP-status-codes, 404, 403, 204, error-mapping, OpenAPI",,,,,"8155: Enforce Customer Permission Rule Returns Empty, 8156: Enforce Eligibility Rule Returns Empty Response, 8151: Order Lookup Backed by FMT Legacy Query"
"36b26ac2592b70d547b67d7699aa9295",Order Retrieval and Permission Enforcement,"Query legacy systems to resolve an exact Order Number match and enforce eligibility and customer permission rules server-side. The service returns the order plus related stops, events, and package associations in a single aggregated payload, or an explicit empty response when not permitted or not eligible. Uses existing NestJS controller→service→repository patterns and TCP wrappers to call FMT, ensuring certificate handling and trace propagation.",Active,High,"7",3,false,"",2026-01-22 17:13:58.333,2026-01-22 17:13:58.333,8158,c666ebe169ab49736640f8911b07b65f,TCP FMT Call with Certificate and Trace Propagation Live,"4b3d487653786b8296235baa36ed4b8f",High,"8",7,0,Implements the FmtTcpClient TCP wrapper to perform a TLS/TCP call to FMT using the client certificate path from config (FMT_CLIENT_CERT_PATH) and to propagate incoming request trace id (X-Trace-Id) into the TCP call metadata. Verification: run integration test where FmtTcpClient is stubbed to assert TLS options include the configured certificate and that the outgoing TCP payload contains the X-Trace-Id value.,"Establish a secure, trace-propagating TCP integration to FMT so legacy queries use the certificate and carry trace context for observability.","[""Implement FmtTcpClient to load client cert from config FMT_CLIENT_CERT_PATH and attach to TLS options"", ""Add logic to FmtTcpClient.queryOrder to accept traceId and include it in TCP metadata/payload"", ""Add unit test that mocks net/TLS socket and asserts TLS options include cert and payload includes traceId"", ""Wire OrdersController to forward incoming X-Trace-Id to OrderService which passes it to FmtTcpClient"", ""Manual verification using integration test that asserts certificate load and trace propagation""]",true,Completed,2026-01-22 17:34:57.341,,2026-02-27 18:56:29.220,"",2026-02-27 18:44:33.447,2026-02-27 18:56:29.220,,"TCP, FMT, TLS, certificate, FmtTcpClient, trace-propagation, X-Trace-Id",,,,,(none)
"36b26ac2592b70d547b67d7699aa9295",Order Retrieval and Permission Enforcement,"Query legacy systems to resolve an exact Order Number match and enforce eligibility and customer permission rules server-side. The service returns the order plus related stops, events, and package associations in a single aggregated payload, or an explicit empty response when not permitted or not eligible. Uses existing NestJS controller→service→repository patterns and TCP wrappers to call FMT, ensuring certificate handling and trace propagation.",Active,High,"7",3,false,"",2026-01-22 17:13:58.333,2026-01-22 17:13:58.333,8159,"5edd01d73affe5f57f695880d6b51667",Reject Partial Matches and Return Only Exact Matches,"4b3d487653786b8296235baa36ed4b8f",Medium-High,"4",4,0,"Ensures the lookup logic rejects partial/fuzzy matches and returns only exact order_number equality. Calls with partial strings (e.g., ?orderNumber=TEST) return 404. Verification: curl GET /orders/lookup?orderNumber=TEST and confirm 404 while GET /orders/lookup?orderNumber=TEST-12345 returns 200.",Prevent accidental partial matches from returning incorrect order data; require exact orderNumber equality server-side.,"[""Update repository/FmtTcpClient query filters to use strict equality on orderNumber rather than LIKE/fuzzy matching"", ""Add unit tests asserting partial inputs produce no match and exact inputs produce a match"", ""Add integration test: curl with partial string returns 404; exact string returns 200"", ""Manual verification: run the two curl cases and confirm expected statuses""]",true,Completed,2026-01-22 17:34:57.355,,2026-02-27 16:07:19.948,"",2026-02-27 16:07:18.336,2026-02-27 16:07:19.948,,"exact-match, validation, repository, FMT, HTTP 404",,,,,"8151: Order Lookup Backed by FMT Legacy Query"
be55e478d5971e779f6dce15cb309e24,Public Endpoint Security and Observability,"Harden the public Order Number endpoint with rate limiting, non-leaky error behavior, and structured observability to mitigate enumeration and abuse. Implement request throttling at the API Gateway and defensive guards in Tracking Service, emit audit logs with traceId and minimal context, and export metrics for lookup attempts, throttles, and failures for anomaly detection. Ensure responses avoid revealing existence or permission details while still supporting debugging via traceIds in logs.",Active,High,"7",2,false,"",2026-01-22 17:13:58.379,2026-01-22 17:13:58.379,8139,"4dacd6be16e896e9335eb55ca653290c",API Gateway Per-IP Rate Limiting Enforced,"4b3d487653786b8296235baa36ed4b8f",High,"6",6,0,"API Gateway per-client-IP rate limit rule (keyed by X-Forwarded-For / source IP) for the public order lookup endpoint (GET /public/orders/lookup?orderNumber=...) is deployed and enforcing a single-IP quota (e.g., 30 req/min). Verification: repeat requests from same IP exceed the quota and the gateway returns 429 responses.",Prevent enumeration and abuse from a single IP by enforcing a per-IP request quota at the API Gateway for the public Order Number lookup endpoint.,"[""Add/modify API Gateway rate-limit policy with key=client IP (X-Forwarded-For) for route GET /public/orders/lookup and limit=30/min"", ""Deploy policy to API Gateway stage (canary then promote)"", ""From a single test IP, send 40 GET requests to /public/orders/lookup and confirm gateway returns 429 for requests above 30"", ""Capture gateway access logs showing rate-limit counter and client IP for at least one throttled request""]",false,Completed,2026-01-22 17:32:27.716,,2026-03-05 19:08:17.971,"",2026-03-05 19:08:17.025,2026-03-05 19:08:17.971,,"API-Gateway, rate-limit, per-IP, security, orders, throttle",,,,,(none)
